Brand,seriesname,Background Template,colorcode,finish,colorname,Color Code + Color Name,,nominalsize_1,nominalsize_2,nominalsize_3,nominalsize_4,nominalsize_5,nominalsize_6,nominalsize_7,nominalsize_8,nominalsize_9,nominalsize_10
Daltile,Synchronic,DB_Synchronic.jpg,SY32,Matte,Taupe,Taupe SY32,,12X24 ,18X36 ,1X6 Straight Joint,24X24 ,,,,,,
Daltile,Synchronic,DB_Synchronic.jpg,SY32,Textured,Taupe,Taupe SY32,,12X24 ,,,,,,,,,
Daltile,Synchronic,DB_Synchronic.jpg,SY33,Matte,Grey,Grey SY33,,12X24 ,18X36 ,1X6 Straight Joint,24X24 ,,,,,,
Daltile,Synchronic,DB_Synchronic.jpg,SY33,Textured,Grey,Grey SY33,,12X24 ,,,,,,,,,
Daltile,Synchronic,DB_Synchronic.jpg,SY34,Matte,Charcoal,Charcoal SY34,,12X24 ,18X36 ,1X6 Straight Joint,24X24 ,,,,,,
Daltile,Synchronic,DB_Synchronic.jpg,SY34,Textured,Charcoal,Charcoal SY34,,12X24 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8KL,Matte,Avorio,Avorio M8KL,,30X30 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8KM,Matte,Cannella,Cannella M8KM,,30X30 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8KN,Matte,Senape,Senape M8KN,,30X30 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8KP,Matte,Vinaccia,Vinaccia M8KP,,30X30 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8KQ,Matte,Polvere,Polvere M8KQ,,30X30 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8KR,Matte,Salvia,Salvia M8KR,,30X30 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8KS,Matte,Grafite,Grafite M8KS,,30X30 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8L6,Matte,Senape / Vinaccia,Senape / Vinaccia M8L6,,Random Linear,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8L7,Matte,Polvere / Salvia,Polvere / Salvia M8L7,,Random Linear,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8L9,Matte,Avorio,Avorio M8L9,,24X24 ,30X30 ,30X60 ,Random 3D,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8LA,Matte,Cannella,Cannella M8LA,,24X24 ,30X30 ,30X60 ,Random 3D,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8LC,Matte,Senape,Senape M8LC,,24X24 ,30X30 ,30X60 ,Random 3D,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8LD,Matte,Vinaccia,Vinaccia M8LD,,24X24 ,30X30 ,30X60 ,Random 3D,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8LE,Matte,Polvere,Polvere M8LE,,24X24 ,30X30 ,30X60 ,Random 3D,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8LF,Matte,Salvia,Salvia M8LF,,24X24 ,30X30 ,30X60 ,Random 3D,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8LG,Matte,Grafite,Grafite M8LG,,24X24 ,30X30 ,30X60 ,Random 3D,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8QY,Matte,Avorio,Avorio M8QY,,12X24 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8QZ,Matte,Cannella,Cannella M8QZ,,12X24 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8R0,Matte,Senape,Senape M8R0,,12X24 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8R1,Matte,Vinaccia,Vinaccia M8R1,,12X24 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8R2,Matte,Polvere,Polvere M8R2,,12X24 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8R3,Matte,Salvia,Salvia M8R3,,12X24 ,,,,,,,,,
Daltile,Terratech,DB_Terratech.jpg,M8R4,Matte,Grafite,Grafite M8R4,,12X24 ,,,,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T311,Honed,Noce,Noce T311,,12X12 ,18X18 ,,,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T324,Honed,Turco Classic,Turco Classic T324,,12X12 ,18X18 ,,,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T711,Honed,Torreon,Torreon T711,,12X12 ,12X24 ,16X16 ,8X36 ,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T711,Polished,Torreon,Torreon T711,,12X12 ,,,,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T711,Tumbled,Torreon,Torreon T711,,4X4 ,,,,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T714,Honed,Durango,Durango T714,,12X12 ,16X16 ,,,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T730,Honed,Mediterr Ivory,Mediterr Ivory T730,,12X12 ,12X24 ,18X18 ,24X24 ,,,,,,
Daltile,Travertine,DB_Travertine.jpg,T730,Tumbled,Mediterr Ivory,Mediterr Ivory T730,,3X6 ,4X4 ,,,,,,,,
Daltile,Trellis Oak,DB_Trellis Oak.jpg,TR20,Matte,Amber,Amber TR20,,6X36 ,9X36 ,,,,,,,,
Daltile,Trellis Oak,DB_Trellis Oak.jpg,TR21,Matte,Natural Ash,Natural Ash TR21,,6X36 ,9X36 ,,,,,,,,
Daltile,Trellis Oak,DB_Trellis Oak.jpg,TR22,Matte,Espresso,Espresso TR22,,6X36 ,9X36 ,,,,,,,,
Daltile,Trellis Oak,DB_Trellis Oak.jpg,TR23,Matte,Smoke,Smoke TR23,,6X36 ,9X36 ,,,,,,,,
Daltile,Upscension,DB_Upscension.jpg,US10,Glossy,Bright White,Bright White US10,,3X12 ,,,,,,,,,
Daltile,Upscension,DB_Upscension.jpg,US11,Glossy,Bright Carmel,Bright Carmel US11,,3X12 ,,,,,,,,,
Daltile,Upscension,DB_Upscension.jpg,US12,Glossy,Bright Smoke,Bright Smoke US12,,3X12 ,,,,,,,,,
Daltile,Upscension,DB_Upscension.jpg,US13,Glossy,Bright Grey,Bright Grey US13,,3X12 ,,,,,,,,,
Daltile,Upscension,DB_Upscension.jpg,US14,Glossy,Bright Storm,Bright Storm US14,,3X12 ,,,,,,,,,
Daltile,Upscension,DB_Upscension.jpg,US15,Glossy,Bright Green,Bright Green US15,,3X12 ,,,,,,,,,
Daltile,Upscension,DB_Upscension.jpg,US16,Glossy,Bright Scarlet,Bright Scarlet US16,,3X12 ,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP07,Glossy,Metro Cream,Metro Cream UP07,,1X1 Straight Joint,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP08,Glossy,Metro Gray,Metro Gray UP08,,1X1 Straight Joint,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP09,Glossy,Metro Taupe,Metro Taupe UP09,,1X1 Straight Joint,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP17,Matte,Alabaster,Alabaster UP17,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP18,Matte,Frost Moka,Frost Moka UP18,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP19,Matte,Ebony,Ebony UP19,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP20,Matte,Matte Alabaster,Matte Alabaster UP20,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP21,Matte,Matte Frst Moka,Matte Frst Moka UP21,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP22,Matte,Matte Ebony,Matte Ebony UP22,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP23,Matte,Carrara,Carrara UP23,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP24,Glossy,Posh Spritzer,Posh Spritzer UP24,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP25,Glossy,Posh Resort,Posh Resort UP25,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP26,Glossy,Posh Sparkler,Posh Sparkler UP26,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP27,Glossy,Posh Chiffon,Posh Chiffon UP27,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP28,Glossy,Posh Bubbly,Posh Bubbly UP28,,1 Hexagon,,,,,,,,,
Daltile,Uptown Glass,DB_Uptown Glass.jpg,UP29,Glossy,Posh Bronze,Posh Bronze UP29,,1 Hexagon,,,,,,,,,
Daltile,Urbanize,DB_Urbanize.jpg,UB02,Matte,White,White UB02,,12X24 ,2X2 Straight Joint,,,,,,,,
Daltile,Urbanize,DB_Urbanize.jpg,UB04,Matte,Grey,Grey UB04,,12X24 ,2X2 Straight Joint,,,,,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR10,Matte,Maestro,Maestro VR10,,12X24 ,24X24 ,24X48 ,2X5 Chevron,6X24 ,8X48 ,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR10,Textured,Maestro,Maestro VR10,,24X24 ,,,,,,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR11,Matte,Composer,Composer VR11,,12X24 ,24X24 ,24X48 ,2X5 Chevron,6X24 ,8X48 ,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR11,Textured,Composer,Composer VR11,,24X24 ,,,,,,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR12,Matte,Bravura,Bravura VR12,,12X24 ,24X24 ,24X48 ,2X5 Chevron,6X24 ,8X48 ,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR13,Matte,Stria Maestro,Stria Maestro VR13,,12X24 ,24X48 ,2X5 Chevron,6X24 ,8X48 ,,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR14,Matte,Stria Composer,Stria Composer VR14,,12X24 ,24X48 ,2X5 Chevron,6X24 ,8X48 ,,,,,
Daltile,Vertuo,DB_Vertuo.jpg,VR15,Matte,Stria Bravura,Stria Bravura VR15,,12X24 ,24X48 ,2X5 Chevron,6X24 ,8X48 ,,,,,
Daltile,Vicinity,DB_Vicinity.jpg,VC01,Matte,White,White VC01,,6X36 ,,,,,,,,,
Daltile,Vicinity,DB_Vicinity.jpg,VC02,Matte,Natural,Natural VC02,,6X36 ,,,,,,,,,
Daltile,Vicinity,DB_Vicinity.jpg,VC03,Matte,Honey,Honey VC03,,6X36 ,,,,,,,,,
Daltile,Vicinity,DB_Vicinity.jpg,VC04,Matte,Brown,Brown VC04,,6X36 ,,,,,,,,,
Daltile,Vicinity,DB_Vicinity.jpg,VC05,Matte,Gray Brown,Gray Brown VC05,,6X36 ,,,,,,,,,
Daltile,Vintage Hex,DB_Vintage Hex.jpg,VH05,Matte,Antique Beige,Antique Beige VH05,,1.5 Hexagon,,,,,,,,,
Daltile,Vintage Hex,DB_Vintage Hex.jpg,VH06,Matte,Wisdom White,Wisdom White VH06,,1.5 Hexagon,,,,,,,,,
Daltile,Vintage Hex,DB_Vintage Hex.jpg,VH07,Matte,Artifact Gray,Artifact Gray VH07,,1.5 Hexagon,,,,,,,,,
Daltile,Vintage Hex,DB_Vintage Hex.jpg,VH08,Matte,Legacy Sepia,Legacy Sepia VH08,,1.5 Hexagon,,,,,,,,,
Daltile,Vintage Hex,DB_Vintage Hex.jpg,VH09,Matte,Relic Umber,Relic Umber VH09,,1.5 Hexagon,,,,,,,,,
Daltile,Vintage Metals,DB_Vintage Metals.jpg,VM01,Satin,Whitewash Titanium,Whitewash Titanium VM01,,3 Fan,4 Arabesque,4X4 ,,,,,,,
Daltile,Vintage Metals,DB_Vintage Metals.jpg,VM02,Satin,Whitewash Iron,Whitewash Iron VM02,,3 Fan,4 Arabesque,4X4 ,,,,,,,
Daltile,Vintage Metals,DB_Vintage Metals.jpg,VM03,Satin,Whitewash Classic Bronze,Whitewash Classic Bronze VM03,,3 Fan,4 Arabesque,4X4 ,,,,,,,
Daltile,Vitruvian,DB_Vitruvian.jpg,VV10,Glossy,White Glossy,White Glossy VV10,,3X6 ,,,,,,,,,
Daltile,Vivify,DB_Vivify.jpg,VF01,Glass,Bordeaux,Bordeaux VF01,,1X3 Trapezoid,,,,,,,,,
Daltile,Vivify,DB_Vivify.jpg,VF02,Glass,Enchanted Green,Enchanted Green VF02,,1X3 Trapezoid,,,,,,,,,
Daltile,Vivify,DB_Vivify.jpg,VF03,Glass,Spectra Blue,Spectra Blue VF03,,1X3 Trapezoid,,,,,,,,,
Daltile,Vivify,DB_Vivify.jpg,VF04,Glass,Twilight,Twilight VF04,,1X3 Trapezoid,,,,,,,,,
Daltile,Vivify,DB_Vivify.jpg,VF05,Glass,Heirloom Gold,Heirloom Gold VF05,,1X3 Trapezoid,,,,,,,,,
Daltile,Vivify,DB_Vivify.jpg,VF06,Glass,Midnight Dream,Midnight Dream VF06,,1X3 Trapezoid,,,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL62,Matte,Thunder,Thunder VL62,,12X12 ,12X24 ,6X6 ,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL63,Matte,Vapor,Vapor VL63,,12X12 ,12X24 ,6X6 ,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL64,Matte,Truffle,Truffle VL64,,12X12 ,12X24 ,6X6 ,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL65,Matte,Clay,Clay VL65,,12X12 ,12X24 ,,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL66,Matte,Waterfall,Waterfall VL66,,12X12 ,12X24 ,,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL67,Matte,Naval,Naval VL67,,12X12 ,12X24 ,,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL68,Matte,Willow,Willow VL68,,12X12 ,12X24 ,,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL69,Matte,Botanical,Botanical VL69,,12X12 ,12X24 ,,,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL70,Matte,Amplify Black,Amplify Black VL70,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL71,Matte,Degrees Silver,Degrees Silver VL71,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL72,Matte,Intensity Pebbl,Intensity Pebbl VL72,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL73,Matte,Stereo Grey,Stereo Grey VL73,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL74,Matte,Reverb Ash,Reverb Ash VL74,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL75,Matte,Sonic White,Sonic White VL75,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL78,Matte,Accent Brown,Accent Brown VL78,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Volume 1.0,DB_Volume 1.0.jpg,VL79,Matte,Electric Moss,Electric Moss VL79,,12X12 ,12X24 ,6X24 ,6X6 ,,,,,,
Daltile,Wanderwise,DB_Wanderwise.jpg,WW01,Matte,Swan,Swan WW01,,12X24 ,6X24 ,,,,,,,,
Daltile,Wanderwise,DB_Wanderwise.jpg,WW02,Matte,Drift,Drift WW02,,12X24 ,6X24 ,,,,,,,,
Daltile,Wanderwise,DB_Wanderwise.jpg,WW03,Matte,Roam,Roam WW03,,12X24 ,6X24 ,,,,,,,,
Marazzi,Alterations,MZ_Alterations.jpg,AT61,Matte,Cotton,Cotton AT61,,12X24 ,,,,,,,,,
Marazzi,Alterations,MZ_Alterations.jpg,AT62,Matte,Linen,Linen AT62,,12X24 ,,,,,,,,,
Marazzi,Alterations,MZ_Alterations.jpg,AT63,Matte,Light Thread,Light Thread AT63,,12X24 ,,,,,,,,,
Marazzi,Alterations,MZ_Alterations.jpg,AT64,Matte,Woven Slate,Woven Slate AT64,,12X24 ,,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,AE01,Matte,Sand,Sand AE01,,6X36 ,9X36 ,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,AE02,Matte,Suede,Suede AE02,,6X36 ,9X36 ,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,AE03,Matte,Pebble,Pebble AE03,,6X36 ,9X36 ,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,ULCD,Matte,Natural,Natural ULCD,,6X36 ,,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,ULCE,Matte,Saddle,Saddle ULCE,,6X36 ,,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,ULCF,Matte,Spice,Spice ULCF,,6X36 ,,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,ULCH,Matte,Saddle,Saddle ULCH,,9X36 ,,,,,,,,,
Marazzi,American Estates,MZ_American Estates.jpg,ULCJ,Matte,Spice,Spice ULCJ,,9X36 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL22,Matte,Babylon,Babylon UL22,,12X24 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL23,Matte,Chaco Canyon,Chaco Canyon UL23,,12X24 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL24,Matte,Crystal River,Crystal River UL24,,12X24 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL25,Matte,Troy,Troy UL25,,12X24 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL26,Matte,Babylon,Babylon UL26,,20X20 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL27,Matte,Chaco Canyon,Chaco Canyon UL27,,20X20 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL28,Matte,Crystal River,Crystal River UL28,,20X20 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL29,Matte,Troy,Troy UL29,,20X20 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL2A,Matte,Babylon,Babylon UL2A,,13X13 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL2B,Matte,Chaco Canyon,Chaco Canyon UL2B,,13X13 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL2C,Matte,Crystal River,Crystal River UL2C,,13X13 ,,,,,,,,,
Marazzi,Archaeology,MZ_Archaeology.jpg,UL2D,Matte,Troy,Troy UL2D,,13X13 ,,,,,,,,,
Marazzi,Arenella,MZ_Arenella.jpg,AR30,Matte,Off White,Off White AR30,,12X12 ,12X24 ,18X18 ,,,,,,,
Marazzi,Arenella,MZ_Arenella.jpg,AR31,Matte,Light Beige,Light Beige AR31,,12X12 ,12X24 ,18X18 ,,,,,,,
Marazzi,Arenella,MZ_Arenella.jpg,AR32,Matte,Light Gray,Light Gray AR32,,12X12 ,12X24 ,18X18 ,,,,,,,
Marazzi,Artezen,MZ_Artezen.jpg,AT20,Glossy,Elegant White,Elegant White AT20,,1.5 Hexagon,2X4 Brick Joint,2X4 Herringbone,2X5 Picket,,,,,,
Marazzi,Artezen,MZ_Artezen.jpg,AT21,Glossy,Nordic Sand,Nordic Sand AT21,,1.5 Hexagon,2X4 Brick Joint,2X4 Herringbone,2X5 Picket,,,,,,
Marazzi,Artezen,MZ_Artezen.jpg,AT22,Glossy,Ideal Gray,Ideal Gray AT22,,1.5 Hexagon,2X4 Brick Joint,2X4 Herringbone,2X5 Picket,,,,,,
Marazzi,Artezen,MZ_Artezen.jpg,AT23,Glossy,Classic Blue,Classic Blue AT23,,1.5 Hexagon,2X4 Brick Joint,2X4 Herringbone,2X5 Picket,,,,,,
Marazzi,Artezen,MZ_Artezen.jpg,AT24,Glossy,Deep Blue,Deep Blue AT24,,1.5 Hexagon,2X4 Brick Joint,2X4 Herringbone,2X5 Picket,,,,,,
Marazzi,Artezen,MZ_Artezen.jpg,AT25,Glossy,Metallic Vibe,Metallic Vibe AT25,,1.5 Hexagon,2X4 Brick Joint,2X4 Herringbone,2X5 Picket,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE04,Glossy,Artic,Artic AE04,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE05,Matte,Matte Artic,Matte Artic AE05,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE06,Glossy,Mist,Mist AE06,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE07,Matte,Matte Mist,Matte Mist AE07,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE08,Glossy,Rain,Rain AE08,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE09,Matte,Matte Rain,Matte Rain AE09,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE10,Glossy,Onyx,Onyx AE10,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE11,Matte,Matte Onyx,Matte Onyx AE11,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE12,Glossy,Wave,Wave AE12,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE13,Glossy,Rose,Rose AE13,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE14,Glossy,Haze,Haze AE14,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Artistic Reflections,MZ_Artistic Reflections.jpg,AE15,Glossy,Twilight,Twilight AE15,,2X10 ,2X20 ,3X3 Hexagon,,,,,,,
Marazzi,Basalto,MZ_Basalto.jpg,BT25,Matte,Pomice,Pomice BT25,,12X24 ,24X48 ,,,,,,,,
Marazzi,Basalto,MZ_Basalto.jpg,BT26,Matte,Sabbia,Sabbia BT26,,12X24 ,24X48 ,,,,,,,,
Marazzi,Basalto,MZ_Basalto.jpg,BT27,Matte,Piombo,Piombo BT27,,12X24 ,24X48 ,,,,,,,,
Marazzi,Basalto,MZ_Basalto.jpg,BT28,Matte,Lava,Lava BT28,,12X24 ,24X48 ,,,,,,,,
Marazzi,Block,MZ_Block.jpg,BK01,Matte,Black,Black BK01,,12X24 ,24X24 ,24X48 ,,,,,,,
Marazzi,Block,MZ_Block.jpg,BK02,Matte,Silver,Silver BK02,,12X24 ,24X24 ,24X48 ,,,,,,,
Marazzi,Block,MZ_Block.jpg,BK03,Matte,Greige,Greige BK03,,12X24 ,24X24 ,24X48 ,,,,,,,
Marazzi,Block,MZ_Block.jpg,BK05,Matte,White,White BK05,,12X24 ,24X24 ,24X48 ,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT54,Polished,White And Gray,White And Gray CT54,,Trellis,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT56,Polished,White And Gray,White And Gray CT56,,Linear Hexagon,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT57,Honed,Beige And Gray,Beige And Gray CT57,,Linear Hexagon,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT58,Polished,White And Brass,White And Brass CT58,,Harlequin,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT59,Polished,White And Brass,White And Brass CT59,,Baroque,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT60,Polished,White And Titanium,White And Titanium CT60,,Nouveau,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT61,Polished,White And Steel,White And Steel CT61,,Basilica,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT62,Polished,White And Midnight Gray,White And Midnight Gray CT62,,Neo Arrow,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT66,Polished,White And Midnight Gray,White And Midnight Gray CT66,,Modern Arabesque,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT68,Polished,White And Midnight Gray,White And Midnight Gray CT68,,Elongated Hexagon,,,,,,,,,
Marazzi,Castellina Stone Mosaics,MZ_Castellina Stone Mosaics.jpg,CT69,Honed,Gray And Fawn,Gray And Fawn CT69,,Elongated Hexagon,,,,,,,,,
Marazzi,Cavatina,MZ_Cavatina.jpg,CV05,Matte,Aria,Aria CV05,,12X24 ,,,,,,,,,
Marazzi,Cavatina,MZ_Cavatina.jpg,CV06,Matte,Encore,Encore CV06,,12X24 ,,,,,,,,,
Marazzi,Cavatina,MZ_Cavatina.jpg,CV07,Matte,Concerto,Concerto CV07,,12X24 ,,,,,,,,,
Marazzi,Chateau Reserve,MZ_Chateau Reserve.jpg,CR40,Matte,Hickory Grove,Hickory Grove CR40,,6X48 ,8X48 ,,,,,,,,
Marazzi,Chateau Reserve,MZ_Chateau Reserve.jpg,CR44,Matte,Woodland Chalet,Woodland Chalet CR44,,6X48 ,8X48 ,,,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT30,Matte,Palazzo White,Palazzo White CT30,,12X24 ,24X24 ,24X48 ,2X3 Linear Hexagon,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT30,Polished,Palazzo White,Palazzo White CT30,,12X24 ,24X24 ,24X48 ,,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT31,Matte,Corinth Beige,Corinth Beige CT31,,2X3 Linear Hexagon,,,,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT31,Polished,Corinth Beige,Corinth Beige CT31,,24X24 ,,,,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT32,Matte,Coliseum Gray,Coliseum Gray CT32,,12X24 ,24X24 ,24X48 ,2X3 Linear Hexagon,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT32,Polished,Coliseum Gray,Coliseum Gray CT32,,12X24 ,24X24 ,24X48 ,,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT33,Matte,Imperial Brown,Imperial Brown CT33,,2X3 Linear Hexagon,,,,,,,,,
Marazzi,Classentino Marble,MZ_Classentino Marble.jpg,CT34,Matte,Centurio Black,Centurio Black CT34,,12X24 ,24X24 ,24X48 ,2X3 Linear Hexagon,,,,,,
